gene_id	gene_name	SRR31535847	SRR31535848	SRR31535849	SRR31535850	SRR31535851	SRR31535852	SRR31535853	SRR31535854	SRR31535855	SRR31535856	SRR31535857	SRR31535858	SRR31535859	SRR31535860
ERCC6L2	ERCC6L2	0.511208	0.551733	0.604125	0.304314	0.654746	0.458607	0.735519	1.06609	1.258826	0.557969	2.030086	1.232185	2.531756	1.125427
ERCC8	ERCC8	2.300232	0.970255	2.621395	0.217884	0.405813	1.498501	1.198487	0.700229	0.645345	2.673931	1.021625	3.025245	0.568095	0.328532
EREG	EREG	87.459427	7.320523	9.003228	3.604795	6.017128	28.812502	2.306836	18.003581	13.182151	18.581536	12.371282	58.138886	5.68203	7.512565
ERF	ERF	11.099726	10.744841	6.436057	8.097629	13.200474	16.425903	5.981214	15.107634	9.296913	8.253974	11.410108	18.499764	14.542107	12.067985
ERG	ERG	0.162257	0	0	0	0	0	0	0	0	0	0	0.12384	0	0.016438
ERGIC1	ERGIC1	49.575328	32.537405	32.582598	11.899607	24.864858	23.395838	19.099693	26.758117	27.051551	20.234306	27.292465	63.358539	43.224574	21.711715
ERGIC2	ERGIC2	5.508526	6.986356	5.282052	2.927332	5.549443	9.038911	5.331426	6.442466	2.512411	8.274967	6.826468	8.344685	6.697374	8.656723
ERGIC3	ERGIC3	131.991636	108.417542	107.055892	76.029397	102.908897	100.24107	90.112098	83.474583	102.876408	76.6293	99.382611	134.497254	105.488403	99.51777
ERH	ERH	123.967506	98.322012	90.899369	115.004019	94.109483	103.321634	90.975579	139.953206	91.513635	96.849229	96.581621	111.061094	93.350906	127.702654
ERI1	ERI1	3.309657	1.226026	1.737108	3.544333	2.454168	2.072225	3.013643	2.355326	3.066201	1.677205	2.679262	3.333417	2.553864	2.292254
ERI2	ERI2	0.169949	0	0.252077	0	0.044373	0.167668	0	0.268594	0	0.019521	0.03101	0.259196	0	0
ERI3	ERI3	22.673983	13.34953	15.857881	10.304524	4.043596	8.613468	6.871516	13.933517	27.959781	5.855706	16.25765	20.882295	18.373944	12.963951
ERI3-IT1	ERI3-IT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERICH1	ERICH1	14.254201	7.881521	6.940455	6.929302	8.341952	7.661974	7.638693	11.39338	8.690157	5.027814	7.645433	16.769423	10.780626	7.383066
ERICH1-AS1	ERICH1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERICH2	ERICH2	0	0	0.184204	0	0	0	0	0	0	0	0	0	0	0
ERLEC1	ERLEC1	15.623097	13.694279	10.448675	11.084164	10.067654	18.880778	14.412404	15.402412	15.532432	19.647034	15.36328	18.728778	12.612491	18.644376
ERLIN1	ERLIN1	2.26508	2.174971	2.047816	0.685404	2.306202	2.075836	1.978886	2.155588	2.74073	1.942391	1.611806	3.151597	1.373674	1.741925
ERLIN2	ERLIN2	4.00497	3.097266	4.25414	3.15854	1.522136	2.625419	2.959334	4.107506	3.534005	4.334527	3.705379	7.730053	4.189363	3.682262
ERMAP	ERMAP	2.875813	0.681289	3.228442	0.804123	1.094444	1.860103	1.123014	3.307757	1.429686	1.327645	1.159655	5.456584	1.649023	0.72912
ERMARD	ERMARD	3.953971	4.105032	4.353744	4.580585	0.690073	3.037029	7.243739	6.750556	16.422769	3.941462	5.817679	10.328836	15.845647	3.751102
ERMN	ERMN	6.207247	8.562585	2.583614	12.223718	4.889369	6.247617	11.886788	19.057917	20.787683	10.405198	7.319435	8.189189	19.141468	17.357121
ERMP1	ERMP1	2.555055	0.69547	1.878925	1.647965	0.159568	0.974959	0.799248	1.144801	1.301285	1.552094	1.924177	4.025631	2.804008	1.611134
ERN1	ERN1	3.088487	4.017205	3.213442	5.023416	8.315433	5.614048	1.323055	5.396611	4.027565	4.051083	2.659306	7.661776	7.25634	4.925518
ERN2	ERN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERO1L	ERO1L	11.63944	11.885072	9.725372	8.394388	14.326162	11.644539	7.441616	11.48115	10.461476	13.683083	13.525588	15.062954	13.79906	13.670909
ERO1LB	ERO1LB	3.096743	2.33757	2.223025	4.393465	1.302556	4.927327	4.774023	4.79655	6.409552	2.280254	4.089989	4.191514	6.480221	5.063848
ERP27	ERP27	1.906477	3.734134	3.072665	1.290209	1.536857	3.159623	3.30557	6.677791	8.77722	3.006268	2.3853	2.935852	5.608462	4.71556
ERP29	ERP29	185.463407	125.338217	189.364978	118.752641	101.597799	113.68881	124.179226	140.05367	140.533091	75.512507	141.948249	165.057256	156.957242	115.579745
ERP44	ERP44	14.035076	8.330538	16.577256	6.153802	5.366352	7.918562	7.235306	9.656917	9.785928	9.2147	7.33523	17.907458	8.582818	8.777091
ERRFI1	ERRFI1	1.967499	1.275158	1.458648	0.830321	1.678885	2.705719	0.654983	2.360421	1.504151	1.851647	2.144444	3.128632	1.893828	2.405871
ERV3-1	ERV3-1	2.46693	1.047477	2.417052	0.257346	0.633223	1.355017	2.420338	1.326327	1.094491	0.57988	0.991961	5.611831	3.728143	1.733872
ERVFRD-1	ERVFRD-1	0	0	0.015794	0	0	0	0	0	0	0	0	0	0	0
ERVK13-1	ERVK13-1	1.11891	0.440788	0.926338	0.991714	0.815961	1.1485	0.817684	1.45075	1.059766	0.937425	1.21426	1.138115	1.470528	1.29833
ERVMER34-1	ERVMER34-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERVV-1	ERVV-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERVV-2	ERVV-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERVW-1	ERVW-1	0	0	0	0	0	0	0	0.124485	0	0	0	0	0	0
ESAM	ESAM	41.824572	5.96726	8.415719	10.370181	25.226224	5.877174	14.865942	6.545848	5.231619	0.433033	5.638373	25.583203	3.830765	7.950197
ESCO1	ESCO1	7.158836	14.094046	8.930853	9.321166	8.5056	18.053849	13.981761	16.904214	14.46802	20.36584	18.10101	11.690346	17.306219	15.438879
ESCO2	ESCO2	0.289714	0	0.047459	0.313701	0	0	0	0.070069	0	0	0.068056	0.154785	0.120893	0
ESD	ESD	54.995701	73.306273	56.388561	43.191889	43.18747	49.487004	41.629212	59.41357	59.310713	51.068489	55.19952	73.918109	51.010778	50.991538
ESF1	ESF1	4.229894	5.397166	4.865347	4.282259	1.784855	4.525403	5.395099	6.395509	4.592348	5.527653	5.023906	5.137286	5.607512	7.340723
ESM1	ESM1	0.215916	0	0.114908	0	0	0	0	0.213396	0	0	0	0	0	0
ESP33	ESP33	0	0	0	0	0	0	0	0.041225	0.093541	0	0.240488	0.082666	0	0
ESPL1	ESPL1	0.271255	0	0.105556	0	0.168989	0.144981	0.178233	0.231798	0.138706	0.079369	0.055091	0.17279	0.206203	0.125937
ESPN	ESPN	0.130065	0.198131	0.164197	0.888473	0.178769	0.099736	0.454774	0.167379	0.686129	0.096763	0.140548	0.192441	0.264667	0.557937
ESPNL	ESPNL	0	0.078687	0.103745	0	0	0	0.164664	0.047977	0	0	0.139543	0.120898	0.095555	0.540265
ESPNP	ESPNP	0.068794	0	0.219795	0	0	0	0	0.355947	0	0	0.028855	0.089129	0	0
ESR1	ESR1	0.138408	0.126151	0.111545	0	0.142185	0.19827	0.240467	0.209912	0	0.079669	0.108362	0.312956	0.371758	0.25407
ESR2	ESR2	0.063144	0	0.125849	0.290995	0	0.07664	0.40556	0.219977	0	0	0.267762	0	0.089881	0.171514
ESRG	ESRG	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ESRP1	ESRP1	0	0	0	0	0.065945	0	0	0	0	0	0	0	0	0
ESRP2	ESRP2	0.100013	0	0.033657	0	0	0.321348	0	0	1.214042	0	0.123923	0	0.279707	0.455136
ESRRA	ESRRA	14.201018	4.905789	8.722102	6.178121	4.962847	4.994691	4.547014	14.556542	7.448544	3.767419	7.97127	13.665223	6.931778	5.4601
ESRRB	ESRRB	0	0	0	0	0	0	0	0.08481	0	0.391173	0	0.085372	0	0
ESRRG	ESRRG	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ESX1	ESX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ESYT1	ESYT1	18.511158	8.327151	17.214371	4.338503	3.58616	4.415325	5.573873	6.989781	8.992853	4.869316	8.209928	22.568984	16.283557	5.397185
ESYT2	ESYT2	27.472147	18.697417	23.854012	9.838326	8.698747	15.806278	12.261215	16.519144	19.213225	15.097301	22.003791	39.155909	27.161703	10.194017
ESYT3	ESYT3	0	0	0	0	0.153253	0	0	0	0	0	0	0.062525	0	0.087506
ETAA1	ETAA1	3.957034	7.275733	5.3246	7.961399	3.657429	6.669137	9.455486	8.546989	10.923505	6.674064	12.329703	6.061398	13.36523	6.505017
ETF1	ETF1	73.276635	59.263892	35.8532	54.08363	60.181256	98.697376	67.875562	118.333597	87.23899	73.120437	66.297968	87.390257	66.716316	73.326379
ETFA	ETFA	90.410654	17.338063	45.35443	15.56418	29.291749	27.292578	14.641553	13.998961	17.603249	17.211939	18.312456	57.398552	19.38572	16.550961
ETFB	ETFB	67.508024	34.259153	85.351071	43.16389	44.763522	26.680194	50.469286	59.066983	53.216827	25.57169	48.183755	57.204496	67.581381	30.172165
ETFDH	ETFDH	2.966542	1.264022	3.657954	1.287349	0.777788	1.975918	3.475454	2.320247	0.680611	1.842997	1.556744	3.025988	1.893526	1.18399
ETHE1	ETHE1	35.608834	19.661983	31.115872	12.67022	22.828961	15.403478	13.636267	17.008424	18.182764	7.816115	23.393083	38.160043	24.581104	14.866876
ETNK1	ETNK1	13.546212	8.098635	8.811509	17.21547	7.468693	17.117891	10.663089	14.647821	9.947183	7.120892	14.977474	17.209052	10.938716	15.882878
ETNK2	ETNK2	0.74125	2.662034	1.140173	2.143557	4.253866	1.958826	2.330225	3.010708	2.239255	1.646837	2.873517	0.266632	3.001236	5.663898
ETNPPL	ETNPPL	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ETS1	ETS1	109.187561	88.276547	106.339035	40.352603	49.718111	54.056732	46.535662	44.124993	62.18168	81.263379	91.307003	145.837417	145.117762	101.499075
ETS2	ETS2	68.75774	12.695151	10.276341	11.37455	32.01367	17.957547	11.437285	29.068287	21.672802	14.670407	17.411673	63.746209	10.929971	23.436241
ETV1	ETV1	0.098747	0	0.080465	0.079201	0	0.037175	0	0.172836	0	0	0	0.107564	0.092543	0.03743
ETV2	ETV2	0.451874	0.298364	0.35806	0	1.485325	0.45602	1.793326	0.507749	0	1.183722	0.236291	0.648267	0.799855	0.136118
ETV3	ETV3	13.822525	5.046705	7.453677	4.544601	4.191189	13.605257	7.813609	12.772421	8.963297	10.245997	9.064372	13.10179	9.91659	9.203181
ETV3L	ETV3L	0.035328	0.075133	0	0	0	0	0	0.045486	0	0	0	0	0	0
ETV4	ETV4	0	0	0	0	0.175483	0.124895	0	0	0	0	0	0	0	0
ETV5	ETV5	0.233188	0.016589	0.025005	0.160827	0	0.268729	0.277931	1.031971	0.183937	0.082312	0.026141	0.306294	0.04028	0.246851
ETV6	ETV6	5.4989	2.63229	5.56996	3.175828	2.253244	2.491728	4.367007	7.494996	5.793356	2.391891	2.037615	12.389853	8.275314	3.230593
ETV7	ETV7	0.720369	0.208481	1.12216	2.575766	1.837634	0	0	0	0	0.424533	1.216639	1.570837	0.714082	0.438251
EVA1A	EVA1A	0	0	0	0	0	0.070248	0.257892	0.58796	0	0	0	0	0	0
EVA1B	EVA1B	39.885712	19.162599	27.38265	22.680403	25.521257	21.367404	12.246988	29.007147	16.365245	15.514208	9.683858	30.426138	8.68337	12.681163
EVA1C	EVA1C	1.687943	3.232178	2.511472	1.404816	4.289624	0.576997	1.666638	2.841814	2.128193	1.963468	1.581634	2.506678	4.265126	3.048962
EVC	EVC	0.042055	0.065271	0.086485	0	0	0.069399	0	0.044783	0	0	0.032469	0.217684	0	0.042026
EVC2	EVC2	0.016652	0	0.167015	0.150704	0.285524	0.015144	0	0.096533	0	0.17629	0.087284	0.226893	0.153712	0
EVI2A	EVI2A	46.617416	22.797952	60.819627	24.404679	25.141881	46.330206	17.351485	41.978606	20.994111	59.943457	38.257444	82.238275	29.097216	24.109685
EVI2B	EVI2B	251.327425	194.699026	237.59891	128.957873	138.321674	171.512339	134.261631	219.123067	165.39861	187.028875	140.436953	344.574764	125.00421	129.789858
EVI5	EVI5	1.715631	0.774096	1.380035	0.38826	0.311739	0.562892	0.812479	0.836608	1.321896	0.159028	0.806303	2.794435	0.799234	0.356865
EVI5L	EVI5L	3.400963	1.920221	3.516035	0.84511	1.234476	1.789911	1.784591	2.954773	2.412077	1.709619	2.757634	3.510066	3.617103	1.951222
EVL	EVL	103.919948	55.95729	100.445684	37.893785	28.148076	29.741439	60.253039	42.394778	99.845059	33.388124	82.263604	126.335287	148.971273	31.308606
EVPL	EVPL	0.047036	0.251344	0	0.060903	0	0.154384	0.094896	0.184042	0.139496	0	0.118726	0.062061	0.121989	0.05757
EVPLL	EVPLL	0	0	0	0	0	0	0	0	0	0	0	0.135459	0	0
EVX1	EVX1	0.196535	0	0	0	0	0	0	0.154615	0	0	0.025043	0	0.192848	0.108814
EVX2	EVX2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EWSR1	EWSR1	59.110303	48.794127	48.327998	64.610053	45.643925	56.134134	58.990515	82.847164	77.566225	35.270686	50.921313	80.785066	93.712556	75.850878
EXD1	EXD1	0	0	0	0	0	0	0	0	0	0	0	0.028613	0	0
EXD2	EXD2	0.628972	0.709763	0.746893	0.501701	0.483445	0.893467	0.270435	1.8359	1.455512	0.689679	1.261669	0.734802	1.187019	1.640505
EXD3	EXD3	4.130131	3.59004	4.389001	1.774638	5.655607	2.886546	2.574735	2.66599	1.72096	3.047885	6.196682	6.039559	6.455767	4.854188
EXO1	EXO1	0.723314	0.065272	0.016399	0	0.515747	0.105398	0	0	0	0.286343	0.102987	0.228062	0.052852	0.298718
EXO5	EXO5	1.621257	2.389077	2.746557	3.378388	0.127923	2.378463	2.254996	3.309019	2.641456	1.451385	1.558117	3.632881	2.437693	2.677702
EXOC1	EXOC1	5.06587	6.097395	3.681246	4.039101	2.888719	3.82001	4.700178	7.893032	7.391028	6.052344	6.272395	8.436219	9.666033	7.844427
EXOC2	EXOC2	3.900111	2.37354	5.355212	2.344914	2.148565	3.040947	3.698802	3.759477	5.892034	5.295987	4.384928	5.400178	9.388847	3.651718
EXOC3	EXOC3	17.584595	8.167166	13.214058	10.099246	16.701187	7.261587	10.961623	12.540928	14.914167	7.799975	9.479378	24.746916	14.760322	13.096635
EXOC3L1	EXOC3L1	0.349328	0	0.172178	0	0	0	0.149277	0	0	0	0.11281	0.665096	0.139006	0
EXOC3L2	EXOC3L2	0.996995	0	0.033095	0.42743	0.149322	0	0	0	0	0	0.069636	0.374809	0	0.201211
EXOC3L4	EXOC3L4	0.164743	0	0.128507	0.692858	0	0	0	0	0	0	0	0	0	0
EXOC4	EXOC4	4.570087	2.027361	4.298825	1.747577	2.904909	2.417675	1.747745	3.128387	6.041473	2.513289	2.987241	6.737291	2.793307	2.337002
EXOC5	EXOC5	3.398557	3.051135	4.345023	1.778062	1.653549	4.047601	2.473685	4.479385	2.074294	3.876871	2.978269	5.203229	4.513883	5.755403
EXOC6	EXOC6	2.405259	1.499638	2.388569	1.263508	0.87095	2.362369	3.396991	2.118943	5.549034	2.241618	2.43815	4.05977	3.52675	1.908172
EXOC6B	EXOC6B	0.630366	0.795313	0.602622	0.963659	1.005028	0.724512	1.66707	1.099574	1.508155	0.528235	1.784051	0.887051	1.910238	0.739203
EXOC7	EXOC7	18.545223	11.671203	15.335378	9.113684	4.433904	9.729087	9.591465	12.499918	9.833422	7.687644	16.536391	25.633169	22.63907	7.717271
EXOC8	EXOC8	3.475756	5.831256	6.242436	5.119813	3.739211	6.769408	8.6906	5.010746	10.31364	6.087373	9.444173	5.793342	10.4802	7.550659
EXOG	EXOG	1.652092	1.545903	1.600639	2.955394	1.275393	2.426408	1.14692	2.451169	5.565866	1.860968	3.309459	2.893042	2.353524	3.423967
EXOSC1	EXOSC1	22.667744	8.250457	21.439524	6.455398	4.866806	7.967679	8.200868	11.347168	12.232828	8.378153	7.511887	24.264448	15.170667	6.638046
EXOSC10	EXOSC10	8.65371	11.625898	6.298958	7.870881	8.632882	4.924021	17.88564	18.547323	20.965789	7.287753	10.450191	16.634156	23.613185	16.499718
EXOSC2	EXOSC2	7.231444	6.306013	5.845768	10.164068	4.382238	7.670714	7.799427	8.420189	9.483835	5.80934	8.633433	9.054914	18.841999	10.219731
EXOSC3	EXOSC3	4.753622	2.159263	3.515448	5.320751	2.306383	6.119057	2.853707	4.742817	6.349882	2.876814	6.554531	2.976331	8.622969	4.107842
EXOSC4	EXOSC4	12.310262	6.282141	7.53374	4.631589	10.874041	7.664216	7.499848	10.853636	6.751991	2.450284	4.345225	7.072977	5.920163	5.266781
EXOSC5	EXOSC5	13.444864	1.508312	14.327887	0.431155	0.100617	2.028556	3.195859	0.860795	1.943621	1.143615	4.230583	10.466373	8.670639	3.230387
EXOSC6	EXOSC6	53.681063	50.885444	43.931551	43.911124	44.590732	40.156497	60.443727	40.796633	71.730098	41.844829	55.717178	44.427293	65.185351	49.239845
EXOSC7	EXOSC7	11.758646	10.813683	7.808357	11.275318	3.79991	7.883574	14.333332	11.322196	11.946538	8.33418	11.11975	15.10735	10.786854	12.201226
EXOSC8	EXOSC8	10.292789	8.336093	10.230773	12.001223	12.987537	9.37857	18.247408	11.186962	11.81936	10.971838	15.465109	12.731749	22.358647	11.971049
EXOSC9	EXOSC9	17.236911	36.590074	20.65468	34.844228	31.092592	43.39084	36.819092	46.399728	42.926962	38.97811	44.43106	27.263826	41.109778	45.150093
EXPH5	EXPH5	0.077791	0.18562	0.140055	0.038769	0.035354	0.142021	0.181407	0.36724	0.151071	0.203281	0.216587	0.150395	0.25621	0.153985
EXT1	EXT1	4.880143	2.323822	2.308318	1.046829	0.510296	2.436181	1.462871	3.284941	2.762835	1.020332	2.26946	6.54417	4.745269	1.717782
EXT2	EXT2	8.762823	4.593561	6.894738	2.638013	2.905372	2.679372	2.809174	5.578896	7.071122	2.513643	5.869804	9.501821	7.069926	3.850739
EXTL1	EXTL1	0.016435	0	0	0	0	0	0	0	0	0	0	0	0	0.020069
EXTL2	EXTL2	0.472107	0.37692	0.7568	0.243679	0.170114	0.492344	0.525148	0.323648	1.217161	0.374	0.748696	0.733329	0.396875	0.057484
EXTL3	EXTL3	9.175526	4.905351	9.099224	1.769858	2.769765	2.014608	2.825393	5.92907	3.577255	2.013557	2.663088	10.531892	4.837167	2.246341
EXTL3-AS1	EXTL3-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43089
EYA1	EYA1	0	0	0	0	0	0	0	0	0	0	0	0	0.058253	0
EYA2	EYA2	0.223748	0	0.157651	0	0	0.086748	0	0	0.28167	0	0.053643	0.165942	0	0.232973
EYA3	EYA3	2.607771	3.335417	2.672728	2.677153	2.216153	2.004256	3.19497	2.838885	2.792254	2.845889	2.191929	3.645891	3.379502	1.978589
EYA4	EYA4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EYS	EYS	0.011501	0	0	0	0	0.010499	0	0.0826	0.034162	0	0	0.030431	0.134299	0.014094
EZH1	EZH1	3.940281	2.706876	4.256882	1.816117	1.074185	2.897762	3.134148	3.112832	5.036008	1.674187	5.130827	6.662878	7.327834	3.402012
EZH2	EZH2	4.458174	4.774257	2.957173	5.061301	4.518993	8.922008	9.659726	14.875128	10.670472	4.582871	7.583267	6.422585	9.813132	5.245604
EZR	EZR	172.267543	136.654853	109.858865	179.87415	182.367371	258.700259	340.563465	312.602664	235.188011	194.39917	196.956391	201.291968	240.118583	239.459182
EZR-AS1	EZR-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F10	F10	0	0	0	0	0	0	0	0	0	0	0	0.124358	0	0
F11	F11	0.090238	0	0	0	0	0	0	0.116314	0	0	0	0	0	0
F11-AS1	F11-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F11R	F11R	11.732728	4.124882	6.051314	4.221454	7.006516	4.432735	6.176319	7.191552	7.497209	4.148801	4.686782	12.966281	7.23935	6.190308
F12	F12	1.044458	1.360149	1.049815	0.520854	0.565887	0.578763	0.410366	2.833472	0	0.21307	0.226127	1.746949	0.565844	0.572666
F13A1	F13A1	237.120331	35.762824	40.098072	44.305206	98.655358	9.27746	25.67455	23.330438	26.629672	8.270816	16.933265	255.192278	4.705281	37.419527
F13B	F13B	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F2	F2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F2R	F2R	10.034775	2.065542	4.290493	3.308589	4.334469	3.184763	2.218526	1.599122	2.140354	1.532835	0.990763	11.489134	5.168571	4.851358
F2RL1	F2RL1	0.708821	2.800932	0.513527	5.609415	2.885358	2.012755	0.560018	1.840757	0.640527	0.749193	1.536601	1.105312	0.769311	7.16014
F2RL2	F2RL2	0.039677	0	0	0	0	0.090111	0	0	0	0	0	0.077929	0	0
F2RL3	F2RL3	2.844346	0.328673	0.350532	0.972012	2.59762	0.088133	0.243213	0.877311	1.324334	0.33365	0.20402	2.086892	0.502838	1.562121
F3	F3	0.897849	0.194754	0.390718	0.275496	0	1.175145	0.626273	1.023559	0.314063	0.625127	0.179358	0.440446	0.434065	0.482359
F5	F5	1.738998	1.175731	2.779416	0.681948	0.104371	0.966818	0.112177	1.86139	0.919938	1.209309	0.577612	3.840764	0.509987	0.212229
F7	F7	0	0.073265	0.102981	0	0	0	0	0.119078	0.13521	0	0.019259	0.089859	0	0
F8	F8	1.975453	0.545345	3.636679	0.495833	0.400028	1.184422	1.02521	0.365538	0.980797	1.325712	1.333676	3.747841	0.397608	0.436564
F8A1	F8A1	29.766528	38.139572	50.177528	24.267491	39.644277	21.423616	39.564316	28.466553	46.267838	15.950898	27.961057	32.069267	34.567977	38.989409
F8A2	F8A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F8A3	F8A3	3.168397	1.011521	3.27158	0.199601	2.915121	0.820077	1.139964	0.666307	0.98733	6.78426	1.050901	0	1.36294	1.037892
F9	F9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FA2H	FA2H	0.554285	0.471775	0.155333	0	0	0.15065	0.184673	0.179641	0	0.234048	0.069802	0.252566	0.179184	0.202285
FAAH	FAAH	3.549862	1.606597	2.285367	2.541084	0.788767	1.070118	1.419975	2.637386	2.219769	0.623726	1.654683	7.247471	2.250831	0.918076
FAAH2	FAAH2	1.241672	0.425515	0.730109	0.533546	0.198819	0.739865	0.768128	0.356884	3.415995	2.240419	1.970075	1.001319	2.997507	1.882015
FABP1	FABP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FABP12	FABP12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FABP2	FABP2	0	0.225368	0.048444	0	0	0	0	0	0	0	0	0	0	0
FABP3	FABP3	0	0	0	0	0	0	0	0.470668	0	0	0.061549	0	0	0
FABP4	FABP4	0	0	0	0	0	0	0	0	0	0	0.542771	0	0	0
FABP5	FABP5	104.538052	95.444956	38.816128	99.079163	66.973784	157.915076	76.345017	165.626329	50.105178	94.43965	64.652375	65.41071	26.69412	154.886751
FABP5P3	FABP5P3	0	0	0	0	0	0	0	0	0	0	0	0	0.269114	0
FABP6	FABP6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FABP7	FABP7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FABP9	FABP9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FADD	FADD	8.923193	8.623507	4.997825	9.921235	7.329092	9.975225	10.362679	8.58528	10.958272	5.996603	10.188567	8.145327	9.314121	11.140201
FADS1	FADS1	2.539544	0.597295	1.997148	0.296939	0.345342	0.679069	0.016042	1.662756	0.318465	0.395159	1.013449	3.715901	0.725063	0.227918
FADS2	FADS2	3.819691	0.231638	2.166931	0.673849	0.49651	1.229529	0.667975	1.356293	0.032068	1.428499	1.784872	3.066393	4.118031	0.715485
FADS3	FADS3	4.186026	2.72311	4.974604	4.420738	3.171289	3.848306	6.104048	5.099678	7.284684	2.036496	7.515427	7.799369	9.735606	7.369236
FADS6	FADS6	0	0	0	0	0	0	0	0.029931	0	0	0	0	0	0.056173
FAF1	FAF1	12.180928	10.1577	12.474187	3.504011	4.815213	5.95507	8.336983	9.963578	9.63463	8.030211	9.859519	12.980157	13.514268	5.22572
FAF2	FAF2	9.410636	9.986157	5.992722	9.270675	4.726218	9.51107	11.213447	13.917268	17.102962	9.924878	12.749084	15.251776	17.701339	14.482799
FAH	FAH	8.507315	2.08918	4.992956	3.547528	3.729394	2.238953	2.304789	2.237964	3.45982	1.285002	2.674613	9.050314	3.355238	1.240889
FAHD1	FAHD1	5.019258	2.573252	4.03442	2.228372	2.238881	2.226363	1.690084	6.198718	3.113342	2.507922	3.012182	5.654332	4.832987	3.968494
FAHD2A	FAHD2A	6.578687	3.057506	6.736019	0.833688	2.470045	1.519456	3.659663	2.173739	4.27471	1.057021	2.954414	7.921291	3.635089	1.709856
FAHD2B	FAHD2B	2.286273	0.651785	3.880338	3.684019	1.310681	0.743105	1.997848	0.407722	2.034285	0.720632	1.725341	3.63618	2.110614	0.360154
FAHD2CP	FAHD2CP	0.848544	0.885727	2.064382	0	0	1.684141	3.060546	0.938258	4.983918	1.536487	2.38198	2.10073	3.794154	2.263409
FAIM	FAIM	3.58966	2.351292	1.420439	0.593034	0.878675	2.037906	4.961456	2.132018	2.935397	1.881756	1.576592	3.572491	2.27149	1.908256
FAIM2	FAIM2	0	0	0	0.103267	0	0	0	0	0	0	0	0.018679	0	0
FAIM3	FAIM3	46.260456	19.239348	46.953604	14.817693	9.529644	16.479833	20.525376	22.173569	30.422204	21.342201	37.195543	50.084156	48.981946	25.03807
FAM101A	FAM101A	0.031895	0	0.101997	0	0	0	0	0.165165	0.562143	0.269065	0.080292	0	0	0.038746
FAM101B	FAM101B	49.681804	32.213443	16.338351	20.945754	18.442818	31.403977	16.915276	56.521054	36.769991	29.500117	24.610305	49.195226	28.911237	32.34925
FAM102A	FAM102A	39.812829	52.531234	24.662828	66.739926	48.709694	26.983475	39.642721	52.260627	87.601557	49.214817	71.842041	40.182975	94.137794	147.6653
FAM102B	FAM102B	10.464795	4.260559	2.758966	1.761274	4.745984	5.044646	3.309829	9.678383	5.370293	4.588841	3.749953	12.687011	3.847619	5.151026
FAM103A1	FAM103A1	19.73207	21.339371	16.908589	16.426047	17.30226	26.184971	24.66766	33.719653	28.196203	29.002592	30.574994	17.016433	31.115377	33.879658
FAM104A	FAM104A	14.136247	18.309144	12.800209	21.945216	12.51996	18.052999	17.372785	23.288959	28.039177	15.459064	12.887468	25.055387	18.41959	20.734577
FAM104B	FAM104B	4.888796	4.620139	10.539421	5.470684	1.061636	3.215324	3.786633	1.805794	7.047976	7.669529	2.239611	6.070097	6.868844	2.269254
FAM105A	FAM105A	8.823778	11.454916	7.326119	8.476558	9.267242	9.91673	8.124964	14.025925	14.595899	11.01512	9.857973	10.66488	8.284361	11.800062
FAM105B	FAM105B	4.228509	5.878102	3.686811	6.062122	5.873021	8.439621	7.224337	11.828865	10.596545	5.065283	5.04615	6.522122	6.595883	8.087087
FAM106A	FAM106A	0	0.158404	0	0.307294	0	0	0	0	0	0	0	0.154912	0.077023	0
FAM106B	FAM106B	0	0	0	0	0	0	0	0	0	0.599828	0	0	0	0
FAM106CP	FAM106CP	0	0	0	0	0	0	0	0	0	0	0	0	0.052147	0
FAM107A	FAM107A	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM107B	FAM107B	83.089166	85.098255	79.038291	80.041523	85.233909	103.032824	74.011841	108.788841	81.091551	97.146312	69.227042	112.047772	109.362115	152.23215
